Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved_0.3,BAAI_documents_retrieved_0.5,BAAI_documents_retrieved_0.7
What is the purpose of including local barangay officials as Barangay Environmental Enforcers in the ordinance?,Ano ang layunin ng pagsasama ng mga lokal na opisyal ng barangay bilang Barangay Environmental Enforcers sa ordinansa?,"The purpose of including local barangay officials as Barangay Environmental Enforcers is to ensure effective monitoring, enforcement, and implementation of the Environmental Protection and Waste Management Code across Quezon City's vast area. By deputizing barangay officials, the ordinance aims to enhance participation and provide incentives for effective environmental enforcement, thereby contributing to the goal of a livable and sustainable city.","SP-2522, S-2016",Preamble,"[[""SP-2522, S-2016"", ""Preamble"", 1.0], [""SP-2522, S-2016"", ""Operative"", 0.8063037991523743], [""SP-2522, S-2016"", ""Introduction"", 0.5752149224281311], [""SP-3043, S-2021"", ""Operative"", 0.5398972630500793], [""SP-3125, S-2022"", ""Preamble"", 0.5088014602661133], [""SP-3107, S-2022"", ""Preamble"", 0.3691736161708832]]","[[""SP-2522, S-2016"", ""Preamble"", 1.0], [""SP-2522, S-2016"", ""Operative"", 0.7428501844406128], [""SP-2522, S-2016"", ""Introduction"", 0.6886730194091797], [""SP-3125, S-2022"", ""Preamble"", 0.5280699133872986], [""SP-3043, S-2021"", ""Operative"", 0.4882391691207886], [""SP-3107, S-2022"", ""Preamble"", 0.47950121760368347]]","[[""SP-2522, S-2016"", ""Preamble"", 1.0], [""SP-2522, S-2016"", ""Introduction"", 0.8021310567855835], [""SP-2522, S-2016"", ""Operative"", 0.7258778214454651], [""SP-3107, S-2022"", ""Preamble"", 0.5898288488388062], [""SP-3125, S-2022"", ""Preamble"", 0.5473383069038391], [""SP-3043, S-2021"", ""Operative"", 0.4365810751914978]]"
What are the consequences if a trainee commits infractions during the training program under this ordinance?,Ano ang magiging parusa kung ang isang trainee ay lumabag sa patakaran habang nasa programa ng pagsasanay sa ilalim ng ordinansang ito?,"If a trainee commits infractions of the ordinance or its Implementing Guidelines, the city government, through the Public Employment Services Office (PESO), retains the right to terminate and suspend the training tuition and allowance grants given to the beneficiaries.","SP-3108, S-2022",Operative,"[[""SP-3108, S-2022"", ""Operative"", 0.9393123388290405], [""SP-3118, S-2022"", ""Operative"", 0.588222861289978], [""SP-3233, S-2023"", ""Operative"", 0.279744952917099], [""SP-3165 S-2022"", ""Operative"", 0.2709488868713379], [""SP-2917, S-2020"", ""Operative"", 0.2694147527217865]]","[[""SP-3108, S-2022"", ""Operative"", 0.8988538980484009], [""SP-3118, S-2022"", ""Operative"", 0.6273140907287598], [""SP-3233, S-2023"", ""Operative"", 0.4662415683269501], [""SP-3165 S-2022"", ""Operative"", 0.4515814781188965], [""SP-3041, S-2021"", ""Operative"", 0.3951188921928406]]","[[""SP-3108, S-2022"", ""Operative"", 0.8613904714584351], [""SP-3118, S-2022"", ""Operative"", 0.6664053201675415], [""SP-3233, S-2023"", ""Operative"", 0.6527382135391235], [""SP-3165 S-2022"", ""Operative"", 0.6322140693664551], [""SP-3041, S-2021"", ""Operative"", 0.5531664490699768]]"
"What is the reason for extending the deadline for real property tax payment in Quezon City to April 30, 2021?","Ano ang dahilan sa pagpapalawig ng deadline para sa pagbabayad ng buwis sa ari-arian sa Quezon City hanggang Abril 30, 2021?","The deadline for real property tax payment was extended to April 30, 2021, due to the economic and physical challenges faced by taxpayers amid the Enhanced Community Quarantine and Modified Enhanced Community Quarantine measures. The reduced capacity of the City Treasurer's Office, as many personnel were engaged in distributing government-mandated financial assistance, also contributed to the need for an extension.","SP-3021, S-2021",Introduction,"[[""SP-3021, S-2021"", ""Operative"", 1.0], [""SP-3021, S-2021"", ""Preamble"", 0.9330590963363647], [""SP-3017, S-2021"", ""Operative"", 0.8918530941009521], [""SP-3084, S-2021"", ""Preamble"", 0.7236997485160828], [""SP-3020, S-2021"", ""Operative"", 0.68817538022995], [""SP-3017, S-2021"", ""Preamble"", 0.6364230513572693], [""SP-3021, S-2021"", ""Introduction"", 0.599387526512146]]","[[""SP-3021, S-2021"", ""Operative"", 1.0], [""SP-3021, S-2021"", ""Preamble"", 0.9187170267105103], [""SP-3017, S-2021"", ""Operative"", 0.9152266979217529], [""SP-3020, S-2021"", ""Operative"", 0.7669148445129395], [""SP-3084, S-2021"", ""Preamble"", 0.738889753818512], [""SP-3017, S-2021"", ""Preamble"", 0.6783378720283508], [""SP-3021, S-2021"", ""Introduction"", 0.6512508392333984]]","[[""SP-3021, S-2021"", ""Operative"", 1.0], [""SP-3017, S-2021"", ""Operative"", 0.9386003017425537], [""SP-3021, S-2021"", ""Preamble"", 0.9043750762939453], [""SP-3020, S-2021"", ""Operative"", 0.8456542491912842], [""SP-3084, S-2021"", ""Preamble"", 0.7540797591209412], [""SP-3017, S-2021"", ""Preamble"", 0.7202527523040771], [""SP-3021, S-2021"", ""Introduction"", 0.7031141519546509]]"
What are the main restrictions imposed by the amended ordinance on trucks traveling on certain city streets in Quezon City?,Ano ang mga pangunahing pagbabawal na ipinataw ng binagong ordinansa sa mga trak na bumibiyahe sa ilang lansangan ng lungsod sa Quezon City?,"The amended ordinance restricts cargo trucks, gravel and sand trucks, and other heavy cargo trucks with eight wheels or more, or whose gross vehicle weights exceed 4,500 kilograms, from traveling on city/municipal streets with no more than two lanes, except for specified truck routes. These routes can only be used from 6:00 a.m. to 9:00 a.m. and from 5:00 p.m. to 9:00 p.m. Additionally, the City/Municipal Mayor, upon recommendation from the Traffic and Parking Management Office, may restrict access for cargo trucks and heavy vehicles to other streets as necessary to ensure orderly traffic flow.","SP-1772, S-2007",Operative,"[[""SP-1772, S-2007"", ""Operative"", 1.0], [""SP-1080, S-2001"", ""Preamble"", 0.5591953992843628], [""SP-2373, S-2014"", ""Operative"", 0.46829482913017273], [""SP-3073, S-2021"", ""Operative"", 0.35882681608200073], [""SP-3165 S-2022"", ""Introduction"", 0.3163248300552368], [""SP-8982, S-2022"", ""Introduction"", 0.2914714515209198], [""SP-8982, S-2022"", ""Operative"", 0.29046332836151123]]","[[""SP-1772, S-2007"", ""Operative"", 1.0], [""SP-1080, S-2001"", ""Preamble"", 0.39942529797554016], [""SP-3073, S-2021"", ""Operative"", 0.35067903995513916], [""SP-2373, S-2014"", ""Operative"", 0.33449631929397583], [""SP-2373, S-2014"", ""Introduction"", 0.29013410210609436], [""SP-2398, S-2016"", ""Operative"", 0.28408893942832947], [""SP-3165 S-2022"", ""Introduction"", 0.26043808460235596]]","[[""SP-1772, S-2007"", ""Operative"", 1.0], [""SP-2373, S-2014"", ""Introduction"", 0.387896865606308], [""SP-2398, S-2016"", ""Introduction"", 0.36242738366127014], [""SP-2398, S-2016"", ""Operative"", 0.3579930067062378], [""SP-3073, S-2021"", ""Operative"", 0.3425312638282776], [""SP-1772, S-2007"", ""Introduction"", 0.3375149369239807], [""SP-2244, S-2013"", ""Operative"", 0.3373447358608246]]"
What are the penalties for individuals or entities who make false claims to receive financial assistance under this ordinance?,Ano ang mga parusa para sa mga indibidwal o entidad na gumagawa ng maling pahayag upang makatanggap ng tulong pinansyal sa ilalim ng ordinansang ito?,"Individuals who knowingly and willfully make false statements or assist others in making false claims to collect benefits under this ordinance will face a fine of Five Thousand Pesos (Php5,000.00) and imprisonment for up to one year. If the offense is committed by a juridical person, the officers and board of directors will face the same fine, and the establishment's business permit may be suspended or revoked. Violations by government officials or employees can also lead to the filing of appropriate cases according to relevant laws and policies.","SP-3029, S-2021",Operative,"[[""SP-3029, S-2021"", ""Operative"", 0.8977941274642944], [""SP-2544, S-2016"", ""Operative"", 0.48650842905044556], [""SP-2598, S-2017"", ""Preamble"", 0.3629867732524872], [""SP-3233, S-2023"", ""Operative"", 0.3217966556549072], [""SP-2863, S-2019"", ""Operative"", 0.30000001192092896], [""SP-2370, S-2014"", ""Preamble"", 0.2986527681350708]]","[[""SP-3029, S-2021"", ""Operative"", 0.8296568393707275], [""SP-2544, S-2016"", ""Operative"", 0.5882700681686401], [""SP-2863, S-2019"", ""Operative"", 0.5], [""SP-3068, S-2021"", ""Introduction"", 0.4698348343372345], [""SP-3076, S-2021"", ""Operative"", 0.4439677298069], [""SP-1189, S-2002"", ""Preamble"", 0.4404444694519043]]","[[""SP-3029, S-2021"", ""Operative"", 0.7615196108818054], [""SP-2544, S-2016"", ""Operative"", 0.7164897322654724], [""SP-2863, S-2019"", ""Operative"", 0.699999988079071], [""SP-3068, S-2021"", ""Introduction"", 0.6577687859535217], [""SP-3076, S-2021"", ""Operative"", 0.6215547919273376], [""SP-1189, S-2002"", ""Preamble"", 0.616622269153595], [""SP-2373, S-2014"", ""Operative"", 0.5797774195671082]]"
"What is the intended purpose of establishing a national headquarters for Pugad Lawin Philippines, Inc. near the Pugad Lawin Shrine in Quezon City?","Ano ang layunin ng pagtatayo ng pambansang punong-tanggapan para sa Pugad Lawin Philippines, Inc. malapit sa Pugad Lawin Shrine sa Lungsod Quezon?","The intended purpose of establishing a national headquarters for Pugad Lawin Philippines, Inc. near the Pugad Lawin Shrine is to provide a dedicated space for the organization to further its mission of creating skills and livelihood opportunities for the young and less fortunate, assisting in disaster relief efforts, and fostering patriotism and good citizenship among Filipinos.","SP-7117, S-2017",Introduction,"[[""SP-7117, S-2017"", ""Preamble"", 0.9089880585670471], [""SP-7117, S-2017"", ""Operative"", 0.907342255115509], [""SP-7117, S-2017"", ""Introduction"", 0.6245399713516235], [""SP-1597, S-2005"", ""Preamble"", 0.15806522965431213], [""SP-8564, S-2021"", ""Preamble"", 0.09659790247678757], [""SP-8986, S-2022"", ""Introduction"", 0.08104097843170166], [""SP-8569, S-2021"", ""Introduction"", 0.07697656005620956]]","[[""SP-7117, S-2017"", ""Preamble"", 0.9349914789199829], [""SP-7117, S-2017"", ""Operative"", 0.84557044506073], [""SP-7117, S-2017"", ""Introduction"", 0.6456209421157837], [""SP-1597, S-2005"", ""Preamble"", 0.11290373653173447], [""SP-8986, S-2022"", ""Introduction"", 0.10192286223173141], [""SP-8964, S-2022"", ""Operative"", 0.0909743383526802], [""SP-3372-S-2024"", ""Preamble"", 0.09092431515455246]]","[[""SP-7117, S-2017"", ""Preamble"", 0.9609948992729187], [""SP-7117, S-2017"", ""Operative"", 0.7837985754013062], [""SP-7117, S-2017"", ""Introduction"", 0.6667019128799438], [""SP-8964, S-2022"", ""Operative"", 0.12736406922340393], [""SP-3372-S-2024"", ""Preamble"", 0.12729403376579285], [""SP-8986, S-2022"", ""Introduction"", 0.12280473858118057], [""SP-8663 S-2021"", ""Operative"", 0.12235903739929199]]"
"What financial assistance is provided to volunteer medical staff at COVID-19 vaccination sites in Quezon City, and how is the amount determined?","Anong uri ng pinansyal na tulong ang ibinibigay sa boluntaryong medical staff sa mga site ng pagbabakuna kontra COVID-19 sa Lungsod ng Quezon, at paano itinatakda ang halaga nito?","The City of Quezon provides a daily allowance to its volunteer medical staff serving at the city's COVID-19 vaccination sites. This allowance covers food, travel, and subsistence expenses and can be up to PhP2,500.00 per day, depending on the professional qualifications of the volunteer. The City Mayor has the authority to adjust these rates, provided they do not exceed the maximum daily rate.","SP-3024, S-2021",Operative,"[[""SP-8569, S-2021"", ""Preamble"", 0.9958715438842773], [""SP-3024, S-2021"", ""Operative"", 0.9942397475242615], [""SP-3048, S-2021"", ""Operative"", 0.8232039213180542], [""SP-3024, S-2021"", ""Preamble"", 0.7809448838233948], [""SP-3029, S-2021"", ""Operative"", 0.7332080602645874], [""SP-3048, S-2021"", ""Preamble"", 0.6142309308052063]]","[[""SP-3024, S-2021"", ""Operative"", 0.9958854913711548], [""SP-8569, S-2021"", ""Preamble"", 0.9931192398071289], [""SP-3029, S-2021"", ""Operative"", 0.7956539392471313], [""SP-3048, S-2021"", ""Operative"", 0.789034903049469], [""SP-3024, S-2021"", ""Preamble"", 0.7788363099098206], [""SP-3048, S-2021"", ""Preamble"", 0.5913048982620239]]","[[""SP-3024, S-2021"", ""Operative"", 0.9975312948226929], [""SP-8569, S-2021"", ""Preamble"", 0.9903669357299805], [""SP-3029, S-2021"", ""Operative"", 0.8580998182296753], [""SP-3024, S-2021"", ""Preamble"", 0.7767277359962463], [""SP-3048, S-2021"", ""Operative"", 0.7548658847808838], [""SP-9049, S-2022"", ""Preamble"", 0.6374646425247192], [""SP-3025, S-2021"", ""Operative"", 0.6128743886947632]]"
"What is the significance of the Quezon City Government receiving an ""unqualified opinion"" from the Commission on Audit (COA), and how does it relate to granting additional incentives to its employees?","Ano ang kahalagahan ng pagtanggap ng Pamahalaang Lungsod ng Quezon ng ""unqualified opinion"" mula sa Komisyon ng Pagsusuri (COA), at paano ito nauugnay sa pagbibigay ng karagdagang insentibo sa mga empleyado nito?","The ""unqualified opinion"" from the Commission on Audit (COA) signifies that the Quezon City Government's financial statements are fairly and accurately presented without any reservations. This recognition of sound financial management in 2021 and the subsequent year provides a context for offering additional incentives to employees as the City Government aims to reward its workforce amidst rising prices and the challenges presented by the COVID-19 pandemic.","SP-3138, S-2022",Preamble,"[[""SP-3062, S-2021"", ""Preamble"", 1.0], [""SP-3138, S-2022"", ""Preamble"", 0.9847968220710754], [""SP-3138, S-2022"", ""Operative"", 0.21790733933448792], [""SP-3062, S-2021"", ""Operative"", 0.2017318308353424], [""SP-3062, S-2021"", ""Introduction"", 0.16815608739852905], [""SP-3138, S-2022"", ""Introduction"", 0.15246523916721344], [""SP-3026, S-2021"", ""Operative"", 0.13613833487033844]]","[[""SP-3062, S-2021"", ""Preamble"", 1.0], [""SP-3138, S-2022"", ""Preamble"", 0.9866666793823242], [""SP-3138, S-2022"", ""Operative"", 0.2405897080898285], [""SP-3062, S-2021"", ""Operative"", 0.23065510392189026], [""SP-3062, S-2021"", ""Introduction"", 0.22150146961212158], [""SP-3138, S-2022"", ""Introduction"", 0.2054348886013031], [""SP-3129, S-2022"", ""Introduction"", 0.131625235080719]]","[[""SP-3062, S-2021"", ""Preamble"", 1.0], [""SP-3138, S-2022"", ""Preamble"", 0.9885365962982178], [""SP-3062, S-2021"", ""Introduction"", 0.2748468518257141], [""SP-3138, S-2022"", ""Operative"", 0.26327210664749146], [""SP-3062, S-2021"", ""Operative"", 0.2595783472061157], [""SP-3138, S-2022"", ""Introduction"", 0.25840455293655396], [""SP-3129, S-2022"", ""Introduction"", 0.1842753291130066]]"
What are the potential benefits of transferring ownership of the vehicle to the Parks Development and Administration Department without cost?,Ano ang mga potensyal na benepisyo ng paglilipat ng pagmamay-ari ng sasakyan sa Parks Development and Administration Department nang walang bayad?,"By transferring ownership of the vehicle without cost, the Parks Development and Administration Department can save significant funds that would have otherwise been spent on annual insurance coverage and registration renewal. This enables the department to allocate resources more effectively towards maintaining and developing parks and open spaces in Quezon City.","SP-8992, S-2022",Preamble,"[[""SP-8992, S-2022"", ""Operative"", 0.9353939890861511], [""SP-8992, S-2022"", ""Preamble"", 0.9220550656318665], [""SP-8996, S-2022"", ""Operative"", 0.5299760699272156], [""SP-8996, S-2022"", ""Introduction"", 0.4937383532524109], [""SP-8995, S-2022"", ""Introduction"", 0.49112337827682495], [""SP-8992, S-2022"", ""Introduction"", 0.47073209285736084], [""SP-8995, S-2022"", ""Operative"", 0.4571857154369354]]","[[""SP-8992, S-2022"", ""Preamble"", 0.9443250894546509], [""SP-8992, S-2022"", ""Operative"", 0.8923233151435852], [""SP-8996, S-2022"", ""Operative"", 0.5326995849609375], [""SP-8996, S-2022"", ""Introduction"", 0.4858253002166748], [""SP-8995, S-2022"", ""Introduction"", 0.47689831256866455], [""SP-8995, S-2022"", ""Operative"", 0.4758557081222534], [""SP-8992, S-2022"", ""Introduction"", 0.4676489233970642]]","[[""SP-8992, S-2022"", ""Preamble"", 0.9665950536727905], [""SP-8992, S-2022"", ""Operative"", 0.8492526412010193], [""SP-8996, S-2022"", ""Operative"", 0.5354230403900146], [""SP-8995, S-2022"", ""Operative"", 0.4945257306098938], [""SP-8996, S-2022"", ""Introduction"", 0.4779122769832611], [""SP-8992, S-2022"", ""Introduction"", 0.4645657539367676], [""SP-8995, S-2022"", ""Introduction"", 0.46267324686050415]]"
How does the ordinance address the taxation of businesses dealing with essential commodities?,Paano tinutugunan ng ordinansa ang pagbubuwis sa mga negosyong may kinalaman sa mahahalagang kalakal?,"The ordinance specifies that businesses involved in the export, manufacture, milling, production, wholesale, distribution, and retail of essential commodities will be subject to a tax rate that is one-half of the rates prescribed for other business categories. It requires these businesses to maintain separate books of accounts for essential and non-essential items. If the sales are not separately or segregated in their books of accounts, the sales will be treated as sales for non-essential commodities.","SP-1189, S-2002",Operative,"[[""SP-1189, S-2002"", ""Operative"", 1.0], [""SP-2904, S-2020"", ""Preamble"", 0.43946412205696106], [""SP-2727, S-2018"", ""Preamble"", 0.3002738058567047], [""SP-3184, S-2023"", ""Preamble"", 0.29922571778297424], [""SP-3084, S-2021"", ""Preamble"", 0.2991829216480255], [""SP-8306, S-2020"", ""Operative"", 0.29886123538017273]]","[[""SP-1189, S-2002"", ""Operative"", 1.0], [""SP-2904, S-2020"", ""Preamble"", 0.32891175150871277], [""SP-3068, S-2021"", ""Introduction"", 0.30792438983917236], [""SP-1086, S-2001"", ""Introduction"", 0.2699389159679413], [""SP-3084, S-2021"", ""Preamble"", 0.2585374116897583], [""SP-3068, S-2021"", ""Operative"", 0.2549566924571991]]","[[""SP-1189, S-2002"", ""Operative"", 1.0], [""SP-3068, S-2021"", ""Introduction"", 0.43109413981437683], [""SP-1086, S-2001"", ""Introduction"", 0.3779144883155823], [""SP-3068, S-2021"", ""Operative"", 0.3569393754005432], [""SP-2236, S-2013"", ""Introduction"", 0.34169846773147583], [""SP-1086, S-2001"", ""Preamble"", 0.3163414001464844]]"
What is the role of the Quezon City Appraisal Committee in the disposition of the Sitio Militar Lot under this resolution?,Ano ang papel ng Quezon City Appraisal Committee sa pagpapamahagi ng Sitio Militar Lot ayon sa resolusyong ito?,The Quezon City Appraisal Committee is responsible for determining the selling price of the Sitio Militar Lot before it is awarded to the qualified beneficiaries through the direct sale program.,"SP-8964, S-2022",Operative,"[[""SP-8964, S-2022"", ""Operative"", 0.9560815691947937], [""SP-8964, S-2022"", ""Preamble"", 0.9139996767044067], [""SP-8964, S-2022"", ""Introduction"", 0.47967129945755005], [""SP-9068, S-2022"", ""Operative"", 0.3056151866912842], [""SP-8135, S-2020"", ""Introduction"", 0.27549901604652405], [""SP-8135, S-2020"", ""Operative"", 0.256134569644928], [""SP-9068, S-2022"", ""Introduction"", 0.2529587745666504]]","[[""SP-8964, S-2022"", ""Operative"", 0.9686297178268433], [""SP-8964, S-2022"", ""Preamble"", 0.856666088104248], [""SP-8964, S-2022"", ""Introduction"", 0.6071710586547852], [""SP-8135, S-2020"", ""Introduction"", 0.35791391134262085], [""SP-9068, S-2022"", ""Introduction"", 0.34292492270469666], [""SP-8135, S-2020"", ""Operative"", 0.3325043320655823], [""SP-9068, S-2022"", ""Operative"", 0.3219567537307739]]","[[""SP-8964, S-2022"", ""Operative"", 0.981177806854248], [""SP-8964, S-2022"", ""Preamble"", 0.7993324995040894], [""SP-8964, S-2022"", ""Introduction"", 0.734670877456665], [""SP-8135, S-2020"", ""Introduction"", 0.44032880663871765], [""SP-9068, S-2022"", ""Introduction"", 0.43289104104042053], [""SP-9069, S-2022"", ""Introduction"", 0.42255690693855286], [""SP-9072, S-2022"", ""Introduction"", 0.4179953634738922]]"
What is the purpose of granting hazard pay to barangay personnel during the ECQ and MECQ periods?,Ano ang layunin ng pagbibigay ng hazard pay sa mga tauhan ng barangay sa panahon ng ECQ at MECQ?,The purpose of granting hazard pay to barangay personnel during the ECQ and MECQ periods is to compensate them for the increased health risks and challenges they face as frontliners in maintaining peace and order during the COVID-19 pandemic. This financial incentive recognizes their essential role in ensuring community safety and encourages them to perform their duties despite the ongoing public health emergency.,"SP-3026, S-2021",Introduction,"[[""SP-3026, S-2021"", ""Operative"", 0.9979475140571594], [""SP-3026, S-2021"", ""Introduction"", 0.5858356952667236], [""SP-3025, S-2021"", ""Operative"", 0.5747828483581543], [""SP-3025, S-2021"", ""Preamble"", 0.567589282989502], [""SP-3025, S-2021"", ""Introduction"", 0.5302464962005615], [""SP-3026, S-2021"", ""Preamble"", 0.4956774115562439]]","[[""SP-3026, S-2021"", ""Operative"", 0.9965791702270508], [""SP-3026, S-2021"", ""Introduction"", 0.7041683197021484], [""SP-3025, S-2021"", ""Introduction"", 0.6373382806777954], [""SP-3025, S-2021"", ""Operative"", 0.5569069385528564], [""SP-3025, S-2021"", ""Preamble"", 0.5457937121391296], [""SP-3026, S-2021"", ""Preamble"", 0.4578327238559723]]","[[""SP-3026, S-2021"", ""Operative"", 0.9952108263969421], [""SP-3026, S-2021"", ""Introduction"", 0.822501003742218], [""SP-3025, S-2021"", ""Introduction"", 0.7444300651550293], [""SP-3025, S-2021"", ""Operative"", 0.5390310287475586], [""SP-3025, S-2021"", ""Preamble"", 0.5239981412887573], [""SP-3026, S-2021"", ""Preamble"", 0.4199880361557007], [""SP-2445, S-2015"", ""Introduction"", 0.2684926390647888]]"
What is the impact of extending the deadline for the payment of the 1st and 2nd Quarter Business Taxes without surcharge or interest?,Ano ang epekto ng pagpapalawig sa deadline para sa pagbabayad ng Unang at Ikalawang Kawarter na Buwis sa Negosyo nang walang karagdagang singil o interes?,Extending the deadline for the payment of the 1st and 2nd Quarter Business Taxes without surcharge or interest provides financial relief to business owners by giving them more time to settle their tax obligations without the additional burden of penalties. This extension helps businesses manage their cash flow better during a time of financial difficulty caused by the pandemic.,"SP-3020, S-2021",Operative,"[[""SP-3020, S-2021"", ""Operative"", 0.9541124105453491], [""SP-3084, S-2021"", ""Preamble"", 0.8956823348999023], [""SP-3020, S-2021"", ""Preamble"", 0.6481926441192627], [""SP-3020, S-2021"", ""Introduction"", 0.5933382511138916], [""SP-3021, S-2021"", ""Preamble"", 0.5269871354103088], [""SP-3068, S-2021"", ""Operative"", 0.42444175481796265]]","[[""SP-3020, S-2021"", ""Operative"", 0.9672231674194336], [""SP-3084, S-2021"", ""Preamble"", 0.8261373043060303], [""SP-3020, S-2021"", ""Introduction"", 0.6897956728935242], [""SP-3020, S-2021"", ""Preamble"", 0.6533039808273315], [""SP-3021, S-2021"", ""Preamble"", 0.5347915887832642], [""SP-1086, S-2001"", ""Preamble"", 0.4703315496444702]]","[[""SP-3020, S-2021"", ""Operative"", 0.9803339242935181], [""SP-3020, S-2021"", ""Introduction"", 0.786253035068512], [""SP-3084, S-2021"", ""Preamble"", 0.7565921545028687], [""SP-3020, S-2021"", ""Preamble"", 0.6584151983261108], [""SP-3021, S-2021"", ""Preamble"", 0.5425959825515747], [""SP-1086, S-2001"", ""Preamble"", 0.5401140451431274]]"
What are the limitations on the free initial parking rate exemption for Persons with Disabilities (PWDs) in Quezon City as described in the ordinance?,Ano ang mga limitasyon sa libreng unang bayad sa paradahan para sa mga Taong may Kapansanan (PWD) sa Lungsod ng Quezon ayon sa ordinansa?,"The free initial parking rate exemption for PWDs in Quezon City does not apply to overnight parking, except in extraordinary circumstances such as emergency confinement in a hospital, civil disturbance, force majeure, or other conditions affecting mobility or posing danger. Additionally, the free parking may be limited to availability and is only applicable to slots open to the public on a first-come-first-served basis. Charges apply for parking exceeding initial hours or in case of a flat rate if parking exceeds four hours.","SP-3234, S-2023",Operative,"[[""SP-3234, S-2023"", ""Operative"", 0.9908206462860107], [""SP-3234, S-2023"", ""Introduction"", 0.4922218918800354], [""SP-2414, S-2015"", ""Operative"", 0.4501562714576721], [""SP-2414, S-2015"", ""Introduction"", 0.40633755922317505], [""SP-2804, S-2018"", ""Operative"", 0.3097991645336151], [""SP-3234, S-2023"", ""Preamble"", 0.28135886788368225]]","[[""SP-3234, S-2023"", ""Operative"", 0.9847010970115662], [""SP-3234, S-2023"", ""Introduction"", 0.6229588985443115], [""SP-2414, S-2015"", ""Introduction"", 0.45715445280075073], [""SP-2414, S-2015"", ""Operative"", 0.44039860367774963], [""SP-2804, S-2018"", ""Operative"", 0.34356075525283813]]","[[""SP-3234, S-2023"", ""Operative"", 0.9785815477371216], [""SP-3234, S-2023"", ""Introduction"", 0.7536959648132324], [""SP-2414, S-2015"", ""Introduction"", 0.5079712867736816], [""SP-2804, S-2018"", ""Operative"", 0.44295793771743774], [""SP-2414, S-2015"", ""Operative"", 0.43064093589782715], [""SP-3027, S-2021"", ""Operative"", 0.3219325840473175]]"
What are the consequences if someone installs outdoor media on Quezon City Government property without following the regulations outlined in the ordinance?,Ano ang mga magiging konsekwensya kung may naglagay ng outdoor media sa pag-aari ng Pamahalaang Lungsod ng Quezon City na hindi sumusunod sa mga alituntunin ng ordinansa?,"If someone installs outdoor media in violation of the ordinance, they may face a fine of Five Thousand Pesos (Php5,000.00) or imprisonment for not more than six (6) months, or both, at the court's discretion. Additionally, their business permit and other relevant permits may be revoked. The city also has the authority to remove the illegal media and charge 150% of the regular rental rate for the duration the media was illegally displayed.","SP-3044, S-2021",Operative,"[[""SP-3044, S-2021"", ""Operative"", 0.9989727735519409], [""SP-3044, S-2021"", ""Introduction"", 0.5853180885314941], [""SP-2695, S-2018"", ""Operative"", 0.2868107259273529], [""SP-2139, S-2012"", ""Signature"", 0.26126939058303833], [""SP-2139, S-2012"", ""Operative"", 0.25151342153549194]]","[[""SP-3044, S-2021"", ""Operative"", 0.9982879757881165], [""SP-3044, S-2021"", ""Introduction"", 0.7037986516952515], [""SP-2695, S-2018"", ""Operative"", 0.42637696862220764], [""SP-2139, S-2012"", ""Operative"", 0.4191890358924866], [""SP-2139, S-2012"", ""Signature"", 0.39573919773101807]]","[[""SP-3044, S-2021"", ""Operative"", 0.997603178024292], [""SP-3044, S-2021"", ""Introduction"", 0.8222792148590088], [""SP-2139, S-2012"", ""Operative"", 0.5868646502494812], [""SP-2695, S-2018"", ""Operative"", 0.5659432411193848], [""SP-2139, S-2012"", ""Signature"", 0.5302090048789978]]"
What is the effect of extending the validity of business permits and ancillary clearances as described in the ordinance?,Ano ang epekto ng pagpapalawig ng bisa ng mga permit sa negosyo at iba pang kaugnay na klarensiya ayon sa ipinapahayag sa ordinansa?,"The extension of the validity of business permits and ancillary clearances allows businesses to continue operating without needing to immediately renew their permits by payment of taxes for the recently ended quarter, aligning the permit expiration dates with extended tax payment deadlines. This helps ensure that businesses can fully benefit from the tax payment extensions without facing disruptions.","SP-3084, S-2021",Operative,"[[""SP-3084, S-2021"", ""Operative"", 0.9653218984603882], [""SP-3084, S-2021"", ""Preamble"", 0.8067265152931213], [""SP-3084, S-2021"", ""Introduction"", 0.6738218069076538], [""SP-3116, S-2022"", ""Operative"", 0.3895868957042694], [""SP-3013, S-2021"", ""Operative"", 0.3506013751029968], [""SP-3013, S-2021"", ""Preamble"", 0.29276615381240845]]","[[""SP-3084, S-2021"", ""Operative"", 0.9422031044960022], [""SP-3084, S-2021"", ""Introduction"", 0.7670155763626099], [""SP-3084, S-2021"", ""Preamble"", 0.7664321660995483], [""SP-3013, S-2021"", ""Operative"", 0.3674975633621216], [""SP-3116, S-2022"", ""Operative"", 0.312039315700531], [""SP-3013, S-2021"", ""Preamble"", 0.2798459827899933], [""SP-2139, S-2012"", ""Operative"", 0.23370623588562012]]","[[""SP-3084, S-2021"", ""Operative"", 0.919084370136261], [""SP-3084, S-2021"", ""Introduction"", 0.8602093458175659], [""SP-3084, S-2021"", ""Preamble"", 0.7261377573013306], [""SP-3013, S-2021"", ""Operative"", 0.3843937814235687], [""SP-2695, S-2018"", ""Operative"", 0.2701578736305237], [""SP-3013, S-2021"", ""Preamble"", 0.2669258117675781], [""SP-3013, S-2021"", ""Introduction"", 0.25760143995285034]]"
