Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What is the significance of extending the deadline for property owners to report to the City Assessor from 60 days to six months?,Ano ang kahalagahan ng pagpapalawig ng palugit para sa mga may-ari ng ari-arian na mag-ulat sa City Assessor mula 60 araw hanggang anim na buwan?,"The extension of the deadline for property owners to report to the City Assessor from 60 days to six months provides additional time for compliance, which can help property owners avoid penalties for late filing. This extension acknowledges the difficulties faced during the COVID-19 pandemic, such as travel restrictions and financial challenges, and aims to ease the burden on property owners while ensuring accurate property records for the city.","SP-3098, S-2022",Operative,"[[""SP-3098, S-2022"", ""Operative"", 0.8005572557449341], [""SP-3098, S-2022"", ""Introduction"", 0.6513849496841431], [""SP-3098, S-2022"", ""Preamble"", 0.5507969260215759], [""SP-3018, S-2021"", ""Introduction"", 0.44726288318634033], [""SP-3020, S-2021"", ""Preamble"", 0.4398283362388611], [""SP-3160, S-2022"", ""Preamble"", 0.42876148223876953], [""SP-3021, S-2021"", ""Introduction"", 0.3913615345954895]]","[[""SP-3098, S-2022"", ""Introduction"", 0.6508088111877441], [""SP-3098, S-2022"", ""Operative"", 0.5], [""SP-3017, S-2021"", ""Introduction"", 0.4226799011230469], [""SP-3018, S-2021"", ""Introduction"", 0.3981378674507141], [""SP-3166 S-2022"", ""Preamble"", 0.38855066895484924], [""SP-3021, S-2021"", ""Introduction"", 0.37579765915870667], [""SP-3068, S-2021"", ""Introduction"", 0.3477206826210022]]","[[""SP-3098, S-2022"", ""Preamble"", 0.6236550807952881], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3011, S-2021"", ""Operative"", 0.4760468602180481], [""SP-3141, S-2022"", ""Operative"", 0.4596160650253296], [""SP-3114, S-2022"", ""Operative"", 0.4502108693122864], [""SP-8971, S-2022"", ""Preamble"", 0.44820675253868103], [""SP-3099, S-2022"", ""Operative"", 0.4065181612968445]]"
What are the responsibilities of the Barangay Chief in Quezon City regarding the monitoring and reporting of unregulated E-Sabong operations?,Ano ang mga responsibilidad ng Punong Barangay sa Quezon City ukol sa pagmamanman at pag-uulat ng mga hindi reguladong operasyon ng E-Sabong?,"The Punong Barangay is responsible for conducting surveillance on the operation of unregulated E-Sabong within their territorial jurisdiction and must immediately report such operations to the Business Permits and Licensing Department (BPLD) or the Quezon City Police Department (QCPD) upon discovery or receipt of reliable information. Failure to report these operations, which are later monitored and apprehended by the BPLD and QCPD, may result in the barangay chief being held administratively liable unless there is a justifiable reason.","SP-3185, S-2023",Operative,"[[""SP-3185, S-2023"", ""Operative"", 0.8801705837249756], [""SP-3185, S-2023"", ""Introduction"", 0.4754616618156433], [""SP-3114, S-2022"", ""Operative"", 0.26468947529792786], [""SP-2522, S-2016"", ""Preamble"", 0.1948307752609253]]","[[""SP-3185, S-2023"", ""Introduction"", 0.6755128502845764], [""SP-3185, S-2023"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4727008640766144], [""SP-8999, S-2022"", ""Introduction"", 0.30608779191970825], [""SP-2445, S-2015"", ""Preamble"", 0.30244171619415283], [""SP-2503, S-2016"", ""Preamble"", 0.2992939352989197]]","[[""SP-3185, S-2023"", ""Operative"", 0.8023119568824768], [""SP-3185, S-2023"", ""Introduction"", 0.5774286389350891], [""SP-3114, S-2022"", ""Operative"", 0.5085233449935913], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4837162494659424], [""SP-0944, S-2000"", ""Operative"", 0.482724130153656]]"
What is the purpose of including local barangay officials as Barangay Environmental Enforcers in the ordinance?,Ano ang layunin ng pagsasama ng mga lokal na opisyal ng barangay bilang Barangay Environmental Enforcers sa ordinansa?,"The purpose of including local barangay officials as Barangay Environmental Enforcers is to ensure effective monitoring, enforcement, and implementation of the Environmental Protection and Waste Management Code across Quezon City's vast area. By deputizing barangay officials, the ordinance aims to enhance participation and provide incentives for effective environmental enforcement, thereby contributing to the goal of a livable and sustainable city.","SP-2522, S-2016",Preamble,"[[""SP-2522, S-2016"", ""Preamble"", 1.0], [""SP-2522, S-2016"", ""Operative"", 0.7426246404647827], [""SP-2522, S-2016"", ""Introduction"", 0.6309988498687744], [""SP-3107, S-2022"", ""Preamble"", 0.4928695261478424], [""SP-3125, S-2022"", ""Preamble"", 0.480887234210968], [""SP-3043, S-2021"", ""Operative"", 0.46017491817474365]]","[[""SP-2522, S-2016"", ""Preamble"", 0.717058002948761], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2522, S-2016"", ""Operative"", 0.45071855187416077], [""SP-3166 S-2022"", ""Introduction"", 0.4038473665714264], [""SP-3125, S-2022"", ""Preamble"", 0.40019887685775757], [""SP-3107, S-2022"", ""Preamble"", 0.3835832178592682]]","[[""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2522, S-2016"", ""Operative"", 0.4881823658943176], [""SP-2522, S-2016"", ""Preamble"", 0.44110018014907837], [""SP-3114, S-2022"", ""Operative"", 0.43900489807128906], [""SP-3099, S-2022"", ""Operative"", 0.4089115560054779], [""SP-3114, S-2022"", ""Operative"", 0.3140847682952881]]"
What are the consequences if a trainee commits infractions during the training program under this ordinance?,Ano ang magiging parusa kung ang isang trainee ay lumabag sa patakaran habang nasa programa ng pagsasanay sa ilalim ng ordinansang ito?,"If a trainee commits infractions of the ordinance or its Implementing Guidelines, the city government, through the Public Employment Services Office (PESO), retains the right to terminate and suspend the training tuition and allowance grants given to the beneficiaries.","SP-3108, S-2022",Operative,"[[""SP-3108, S-2022"", ""Operative"", 0.8656255602836609], [""SP-3233, S-2023"", ""Operative"", 0.6007949113845825], [""SP-3118, S-2022"", ""Operative"", 0.5673116445541382], [""SP-3041, S-2021"", ""Operative"", 0.5070052146911621], [""SP-2804, S-2018"", ""Operative"", 0.43347859382629395], [""SP-2503, S-2016"", ""Operative"", 0.4245852828025818]]","[[""SP-3108, S-2022"", ""Operative"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4993170201778412], [""SP-3163, S-2022"", ""Preamble"", 0.4248000979423523], [""SP-8990, S-2022"", ""Introduction"", 0.42359429597854614], [""SP-3118, S-2022"", ""Operative"", 0.3107128441333771]]","[[""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.5], [""SP-2522, S-2016"", ""Operative"", 0.44318270683288574], [""SP-3114, S-2022"", ""Operative"", 0.43093541264533997], [""SP-3108, S-2022"", ""Operative"", 0.4294891059398651], [""SP-2695, S-2018"", ""Operative"", 0.36164402961730957], [""SP-2997, S-2021"", ""Operative"", 0.30333754420280457]]"
"What is the reason for extending the deadline for real property tax payment in Quezon City to April 30, 2021?","Ano ang dahilan sa pagpapalawig ng deadline para sa pagbabayad ng buwis sa ari-arian sa Quezon City hanggang Abril 30, 2021?","The deadline for real property tax payment was extended to April 30, 2021, due to the economic and physical challenges faced by taxpayers amid the Enhanced Community Quarantine and Modified Enhanced Community Quarantine measures. The reduced capacity of the City Treasurer's Office, as many personnel were engaged in distributing government-mandated financial assistance, also contributed to the need for an extension.","SP-3021, S-2021",Introduction,"[[""SP-3021, S-2021"", ""Preamble"", 0.9384802579879761], [""SP-3021, S-2021"", ""Operative"", 0.9142316579818726], [""SP-3084, S-2021"", ""Preamble"", 0.8507133722305298], [""SP-3020, S-2021"", ""Operative"", 0.8465243577957153], [""SP-3017, S-2021"", ""Operative"", 0.8036311268806458], [""SP-3020, S-2021"", ""Preamble"", 0.709497332572937]]","[[""SP-3021, S-2021"", ""Preamble"", 1.0], [""SP-3084, S-2021"", ""Preamble"", 0.822716236114502], [""SP-3020, S-2021"", ""Preamble"", 0.7601449489593506], [""SP-3017, S-2021"", ""Preamble"", 0.7173925638198853], [""SP-3020, S-2021"", ""Operative"", 0.6835235357284546], [""SP-3021, S-2021"", ""Operative"", 0.6189855337142944], [""SP-3018, S-2021"", ""Preamble"", 0.6124030351638794]]","[[""SP-3021, S-2021"", ""Preamble"", 0.5533236265182495], [""SP-3020, S-2021"", ""Operative"", 0.550422191619873], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3021, S-2021"", ""Operative"", 0.40209507942199707], [""SP-8971, S-2022"", ""Preamble"", 0.3699049949645996], [""SP-3021, S-2021"", ""Introduction"", 0.3573361039161682], [""SP-3020, S-2021"", ""Introduction"", 0.3519230782985687]]"
What are the main restrictions imposed by the amended ordinance on trucks traveling on certain city streets in Quezon City?,Ano ang mga pangunahing pagbabawal na ipinataw ng binagong ordinansa sa mga trak na bumibiyahe sa ilang lansangan ng lungsod sa Quezon City?,"The amended ordinance restricts cargo trucks, gravel and sand trucks, and other heavy cargo trucks with eight wheels or more, or whose gross vehicle weights exceed 4,500 kilograms, from traveling on city/municipal streets with no more than two lanes, except for specified truck routes. These routes can only be used from 6:00 a.m. to 9:00 a.m. and from 5:00 p.m. to 9:00 p.m. Additionally, the City/Municipal Mayor, upon recommendation from the Traffic and Parking Management Office, may restrict access for cargo trucks and heavy vehicles to other streets as necessary to ensure orderly traffic flow.","SP-1772, S-2007",Operative,"[[""SP-1772, S-2007"", ""Operative"", 1.0], [""SP-3165 S-2022"", ""Introduction"", 0.4644225239753723], [""SP-2398, S-2016"", ""Operative"", 0.38321447372436523], [""SP-3073, S-2021"", ""Operative"", 0.36468952894210815], [""SP-3073, S-2021"", ""Preamble"", 0.35430338978767395], [""SP-2373, S-2014"", ""Operative"", 0.34323713183403015], [""SP-2398, S-2016"", ""Introduction"", 0.34096765518188477]]","[[""SP-3165 S-2022"", ""Introduction"", 0.7069442272186279], [""SP-1772, S-2007"", ""Operative"", 0.5], [""SP-1080, S-2001"", ""Preamble"", 0.38618379831314087], [""SP-2373, S-2014"", ""Operative"", 0.3433777093887329], [""SP-2069, S-2011"", ""Uncategorized"", 0.2956398129463196], [""SP-8999, S-2022"", ""Introduction"", 0.2878633439540863], [""SP-3165 S-2022"", ""Preamble"", 0.2836743891239166]]","[[""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.413514107465744], [""SP-3011, S-2021"", ""Operative"", 0.372344970703125], [""SP-0944, S-2000"", ""Operative"", 0.34870773553848267], [""SP-3114, S-2022"", ""Operative"", 0.3082922399044037], [""SP-8962, S-2022"", ""Preamble"", 0.21674107015132904]]"
What are the penalties for individuals or entities who make false claims to receive financial assistance under this ordinance?,Ano ang mga parusa para sa mga indibidwal o entidad na gumagawa ng maling pahayag upang makatanggap ng tulong pinansyal sa ilalim ng ordinansang ito?,"Individuals who knowingly and willfully make false statements or assist others in making false claims to collect benefits under this ordinance will face a fine of Five Thousand Pesos (Php5,000.00) and imprisonment for up to one year. If the offense is committed by a juridical person, the officers and board of directors will face the same fine, and the establishment's business permit may be suspended or revoked. Violations by government officials or employees can also lead to the filing of appropriate cases according to relevant laws and policies.","SP-3029, S-2021",Operative,"[[""SP-3029, S-2021"", ""Operative"", 0.8288983106613159], [""SP-2544, S-2016"", ""Operative"", 0.6060828566551208], [""SP-3041, S-2021"", ""Operative"", 0.47229865193367004], [""SP-3233, S-2023"", ""Operative"", 0.4549049735069275], [""SP-3076, S-2021"", ""Operative"", 0.4546709656715393], [""SP-3108, S-2022"", ""Operative"", 0.44113877415657043], [""SP-1189, S-2002"", ""Preamble"", 0.40649300813674927]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5488808155059814], [""SP-3029, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4259087145328522], [""SP-3068, S-2021"", ""Introduction"", 0.3808399736881256], [""SP-1986, S-2009"", ""Introduction"", 0.3720451891422272], [""SP-8990, S-2022"", ""Introduction"", 0.361679345369339], [""SP-3029, S-2021"", ""Introduction"", 0.34180259704589844]]","[[""SP-3114, S-2022"", ""Operative"", 0.5239371061325073], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3114, S-2022"", ""Operative"", 0.3994152247905731], [""SP-3029, S-2021"", ""Introduction"", 0.38560888171195984], [""SP-2522, S-2016"", ""Operative"", 0.37014779448509216], [""SP-8971, S-2022"", ""Preamble"", 0.3593827188014984]]"
"What is the intended purpose of establishing a national headquarters for Pugad Lawin Philippines, Inc. near the Pugad Lawin Shrine in Quezon City?","Ano ang layunin ng pagtatayo ng pambansang punong-tanggapan para sa Pugad Lawin Philippines, Inc. malapit sa Pugad Lawin Shrine sa Lungsod Quezon?","The intended purpose of establishing a national headquarters for Pugad Lawin Philippines, Inc. near the Pugad Lawin Shrine is to provide a dedicated space for the organization to further its mission of creating skills and livelihood opportunities for the young and less fortunate, assisting in disaster relief efforts, and fostering patriotism and good citizenship among Filipinos.","SP-7117, S-2017",Introduction,"[[""SP-7117, S-2017"", ""Preamble"", 0.9352753162384033], [""SP-7117, S-2017"", ""Operative"", 0.8550643920898438], [""SP-7117, S-2017"", ""Introduction"", 0.5937139987945557], [""SP-3372-S-2024"", ""Preamble"", 0.10787518322467804], [""SP-8063, S-2019"", ""Preamble"", 0.09536109864711761], [""SP-9073, S-2022"", ""Preamble"", 0.09163176268339157], [""SP-8964, S-2022"", ""Operative"", 0.08639343827962875]]","[[""SP-7117, S-2017"", ""Preamble"", 0.9353160858154297], [""SP-7117, S-2017"", ""Operative"", 0.8540052175521851], [""SP-7117, S-2017"", ""Introduction"", 0.7559230327606201], [""SP-3165 S-2022"", ""Introduction"", 0.3684212267398834], [""SP-0944, S-2000"", ""Operative"", 0.33105793595314026], [""SP-8999, S-2022"", ""Introduction"", 0.26695752143859863], [""SP-2069, S-2011"", ""Uncategorized"", 0.2621430456638336]]","[[""SP-7117, S-2017"", ""Operative"", 1.0], [""SP-7117, S-2017"", ""Preamble"", 0.7369040250778198], [""SP-7117, S-2017"", ""Introduction"", 0.6030005812644958], [""SP-8971, S-2022"", ""Preamble"", 0.3020085394382477], [""SP-3114, S-2022"", ""Operative"", 0.26257625222206116], [""SP-8565, S-2021"", ""Operative"", 0.22861716151237488], [""SP-8986, S-2022"", ""Operative"", 0.2188771665096283]]"
"What financial assistance is provided to volunteer medical staff at COVID-19 vaccination sites in Quezon City, and how is the amount determined?","Anong uri ng pinansyal na tulong ang ibinibigay sa boluntaryong medical staff sa mga site ng pagbabakuna kontra COVID-19 sa Lungsod ng Quezon, at paano itinatakda ang halaga nito?","The City of Quezon provides a daily allowance to its volunteer medical staff serving at the city's COVID-19 vaccination sites. This allowance covers food, travel, and subsistence expenses and can be up to PhP2,500.00 per day, depending on the professional qualifications of the volunteer. The City Mayor has the authority to adjust these rates, provided they do not exceed the maximum daily rate.","SP-3024, S-2021",Operative,"[[""SP-8569, S-2021"", ""Preamble"", 0.9928863644599915], [""SP-3024, S-2021"", ""Operative"", 0.9667258262634277], [""SP-3048, S-2021"", ""Operative"", 0.7908397316932678], [""SP-3029, S-2021"", ""Operative"", 0.7739591598510742], [""SP-3024, S-2021"", ""Preamble"", 0.7466068267822266], [""SP-3048, S-2021"", ""Preamble"", 0.5647393465042114], [""SP-9049, S-2022"", ""Preamble"", 0.558294415473938]]","[[""SP-8569, S-2021"", ""Preamble"", 0.7633899450302124], [""SP-9049, S-2022"", ""Preamble"", 0.6489375829696655], [""SP-3024, S-2021"", ""Preamble"", 0.6433433294296265], [""SP-3025, S-2021"", ""Preamble"", 0.5917611718177795], [""SP-3024, S-2021"", ""Introduction"", 0.5781090259552002], [""SP-3048, S-2021"", ""Introduction"", 0.5018219351768494], [""SP-3024, S-2021"", ""Operative"", 0.49557214975357056]]","[[""SP-3029, S-2021"", ""Operative"", 0.5875375866889954], [""SP-3024, S-2021"", ""Operative"", 0.5766605138778687], [""SP-3025, S-2021"", ""Preamble"", 0.5107317566871643], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3024, S-2021"", ""Preamble"", 0.48859596252441406], [""SP-8971, S-2022"", ""Preamble"", 0.48248153924942017], [""SP-3026, S-2021"", ""Operative"", 0.4469035565853119]]"
"What is the significance of the Quezon City Government receiving an ""unqualified opinion"" from the Commission on Audit (COA), and how does it relate to granting additional incentives to its employees?","Ano ang kahalagahan ng pagtanggap ng Pamahalaang Lungsod ng Quezon ng ""unqualified opinion"" mula sa Komisyon ng Pagsusuri (COA), at paano ito nauugnay sa pagbibigay ng karagdagang insentibo sa mga empleyado nito?","The ""unqualified opinion"" from the Commission on Audit (COA) signifies that the Quezon City Government's financial statements are fairly and accurately presented without any reservations. This recognition of sound financial management in 2021 and the subsequent year provides a context for offering additional incentives to employees as the City Government aims to reward its workforce amidst rising prices and the challenges presented by the COVID-19 pandemic.","SP-3138, S-2022",Preamble,"[[""SP-3062, S-2021"", ""Preamble"", 0.9854403734207153], [""SP-3138, S-2022"", ""Preamble"", 0.9851179122924805], [""SP-3138, S-2022"", ""Operative"", 0.24117597937583923], [""SP-3062, S-2021"", ""Operative"", 0.21505509316921234], [""SP-3062, S-2021"", ""Introduction"", 0.1646798700094223], [""SP-3138, S-2022"", ""Introduction"", 0.15330033004283905], [""SP-1086, S-2001"", ""Preamble"", 0.13946403563022614]]","[[""SP-3062, S-2021"", ""Preamble"", 0.9924164414405823], [""SP-3138, S-2022"", ""Preamble"", 0.9851758480072021], [""SP-3165 S-2022"", ""Introduction"", 0.31582552194595337], [""SP-2503, S-2016"", ""Preamble"", 0.27842894196510315], [""SP-2445, S-2015"", ""Preamble"", 0.26415756344795227], [""SP-3107, S-2022"", ""Preamble"", 0.25415119528770447], [""SP-1080, S-2001"", ""Preamble"", 0.23731641471385956]]","[[""SP-3138, S-2022"", ""Preamble"", 0.8346418142318726], [""SP-3062, S-2021"", ""Preamble"", 0.8278229236602783], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3099, S-2022"", ""Operative"", 0.44525450468063354], [""SP-3011, S-2021"", ""Operative"", 0.4376479387283325], [""SP-8971, S-2022"", ""Preamble"", 0.4288701117038727], [""SP-3114, S-2022"", ""Operative"", 0.3271394371986389]]"
What are the potential benefits of transferring ownership of the vehicle to the Parks Development and Administration Department without cost?,Ano ang mga potensyal na benepisyo ng paglilipat ng pagmamay-ari ng sasakyan sa Parks Development and Administration Department nang walang bayad?,"By transferring ownership of the vehicle without cost, the Parks Development and Administration Department can save significant funds that would have otherwise been spent on annual insurance coverage and registration renewal. This enables the department to allocate resources more effectively towards maintaining and developing parks and open spaces in Quezon City.","SP-8992, S-2022",Preamble,"[[""SP-8992, S-2022"", ""Preamble"", 0.9426902532577515], [""SP-8992, S-2022"", ""Operative"", 0.8054192662239075], [""SP-8996, S-2022"", ""Operative"", 0.44264501333236694], [""SP-8992, S-2022"", ""Introduction"", 0.4334960877895355], [""SP-8996, S-2022"", ""Introduction"", 0.3848068118095398], [""SP-8995, S-2022"", ""Operative"", 0.37685269117355347], [""SP-8995, S-2022"", ""Introduction"", 0.35848742723464966]]","[[""SP-8992, S-2022"", ""Preamble"", 0.8429569005966187], [""SP-8995, S-2022"", ""Preamble"", 0.5738575458526611], [""SP-8996, S-2022"", ""Preamble"", 0.5086988210678101], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8992, S-2022"", ""Operative"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.4947400987148285], [""SP-1085, S-2001"", ""Preamble"", 0.42178767919540405]]","[[""SP-8992, S-2022"", ""Preamble"", 0.8793958425521851], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-8992, S-2022"", ""Operative"", 0.4699895977973938], [""SP-3099, S-2022"", ""Operative"", 0.409421443939209], [""SP-3114, S-2022"", ""Operative"", 0.3342767357826233], [""SP-8971, S-2022"", ""Preamble"", 0.3317730724811554], [""SP-8992, S-2022"", ""Introduction"", 0.297401487827301]]"
How does the ordinance address the taxation of businesses dealing with essential commodities?,Paano tinutugunan ng ordinansa ang pagbubuwis sa mga negosyong may kinalaman sa mahahalagang kalakal?,"The ordinance specifies that businesses involved in the export, manufacture, milling, production, wholesale, distribution, and retail of essential commodities will be subject to a tax rate that is one-half of the rates prescribed for other business categories. It requires these businesses to maintain separate books of accounts for essential and non-essential items. If the sales are not separately or segregated in their books of accounts, the sales will be treated as sales for non-essential commodities.","SP-1189, S-2002",Operative,"[[""SP-2904, S-2020"", ""Preamble"", 0.7043581008911133], [""SP-1189, S-2002"", ""Operative"", 0.6917902231216431], [""SP-3076, S-2021"", ""Operative"", 0.46693387627601624], [""SP-3084, S-2021"", ""Preamble"", 0.4440811276435852], [""SP-3107, S-2022"", ""Operative"", 0.4393084645271301], [""SP-1766, S-2007"", ""Introduction"", 0.4264463484287262]]","[[""SP-2904, S-2020"", ""Preamble"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-1189, S-2002"", ""Operative"", 0.4877658188343048], [""SP-3076, S-2021"", ""Operative"", 0.46700364351272583], [""SP-3165 S-2022"", ""Introduction"", 0.4179234206676483], [""SP-3068, S-2021"", ""Introduction"", 0.4159577190876007], [""SP-8990, S-2022"", ""Introduction"", 0.4156091511249542]]","[[""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.4415383040904999], [""SP-2522, S-2016"", ""Operative"", 0.3423953652381897], [""SP-3114, S-2022"", ""Operative"", 0.33457690477371216], [""SP-3011, S-2021"", ""Operative"", 0.3193531334400177], [""SP-3020, S-2021"", ""Operative"", 0.262333482503891]]"
What is the role of the Quezon City Appraisal Committee in the disposition of the Sitio Militar Lot under this resolution?,Ano ang papel ng Quezon City Appraisal Committee sa pagpapamahagi ng Sitio Militar Lot ayon sa resolusyong ito?,The Quezon City Appraisal Committee is responsible for determining the selling price of the Sitio Militar Lot before it is awarded to the qualified beneficiaries through the direct sale program.,"SP-8964, S-2022",Operative,"[[""SP-8964, S-2022"", ""Preamble"", 0.9558643102645874], [""SP-8964, S-2022"", ""Operative"", 0.9523254632949829], [""SP-8964, S-2022"", ""Introduction"", 0.6429638266563416], [""SP-9068, S-2022"", ""Operative"", 0.38837385177612305], [""SP-9068, S-2022"", ""Introduction"", 0.3817058503627777], [""SP-9072, S-2022"", ""Preamble"", 0.31898483633995056], [""SP-9069, S-2022"", ""Introduction"", 0.3150193691253662]]","[[""SP-8964, S-2022"", ""Preamble"", 1.0], [""SP-8964, S-2022"", ""Operative"", 0.6069597601890564], [""SP-3165 S-2022"", ""Introduction"", 0.4954059422016144], [""SP-8964, S-2022"", ""Introduction"", 0.4846358895301819], [""SP-8999, S-2022"", ""Introduction"", 0.39139553904533386], [""SP-2069, S-2011"", ""Uncategorized"", 0.3857637345790863], [""SP-2445, S-2015"", ""Preamble"", 0.35321760177612305]]","[[""SP-8964, S-2022"", ""Operative"", 0.9890000820159912], [""SP-8964, S-2022"", ""Preamble"", 0.7847298383712769], [""SP-8964, S-2022"", ""Introduction"", 0.5568159818649292], [""SP-9068, S-2022"", ""Operative"", 0.4528474807739258], [""SP-3114, S-2022"", ""Operative"", 0.3802957236766815], [""SP-8971, S-2022"", ""Preamble"", 0.33679795265197754], [""SP-9044, S-2022"", ""Introduction"", 0.2649652063846588]]"
What is the purpose of granting hazard pay to barangay personnel during the ECQ and MECQ periods?,Ano ang layunin ng pagbibigay ng hazard pay sa mga tauhan ng barangay sa panahon ng ECQ at MECQ?,The purpose of granting hazard pay to barangay personnel during the ECQ and MECQ periods is to compensate them for the increased health risks and challenges they face as frontliners in maintaining peace and order during the COVID-19 pandemic. This financial incentive recognizes their essential role in ensuring community safety and encourages them to perform their duties despite the ongoing public health emergency.,"SP-3026, S-2021",Introduction,"[[""SP-3026, S-2021"", ""Operative"", 1.0], [""SP-3026, S-2021"", ""Introduction"", 0.6645233631134033], [""SP-3025, S-2021"", ""Preamble"", 0.617773711681366], [""SP-3025, S-2021"", ""Introduction"", 0.6099047660827637], [""SP-3025, S-2021"", ""Operative"", 0.5424962043762207], [""SP-3026, S-2021"", ""Preamble"", 0.4393029808998108]]","[[""SP-3025, S-2021"", ""Preamble"", 0.7624058127403259], [""SP-3025, S-2021"", ""Introduction"", 0.6764754056930542], [""SP-3026, S-2021"", ""Preamble"", 0.5783039331436157], [""SP-3026, S-2021"", ""Introduction"", 0.5588107705116272], [""SP-2445, S-2015"", ""Preamble"", 0.5], [""SP-3026, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4947066009044647]]","[[""SP-3026, S-2021"", ""Operative"", 0.9232900142669678], [""SP-3025, S-2021"", ""Preamble"", 0.6878454089164734], [""SP-3026, S-2021"", ""Introduction"", 0.6097336411476135], [""SP-3026, S-2021"", ""Preamble"", 0.6006543636322021], [""SP-3025, S-2021"", ""Introduction"", 0.5840234756469727], [""SP-3011, S-2021"", ""Operative"", 0.452691912651062], [""SP-3099, S-2022"", ""Operative"", 0.4427083432674408]]"
What is the impact of extending the deadline for the payment of the 1st and 2nd Quarter Business Taxes without surcharge or interest?,Ano ang epekto ng pagpapalawig sa deadline para sa pagbabayad ng Unang at Ikalawang Kawarter na Buwis sa Negosyo nang walang karagdagang singil o interes?,Extending the deadline for the payment of the 1st and 2nd Quarter Business Taxes without surcharge or interest provides financial relief to business owners by giving them more time to settle their tax obligations without the additional burden of penalties. This extension helps businesses manage their cash flow better during a time of financial difficulty caused by the pandemic.,"SP-3020, S-2021",Operative,"[[""SP-3020, S-2021"", ""Operative"", 0.8517373204231262], [""SP-3020, S-2021"", ""Preamble"", 0.812720537185669], [""SP-3084, S-2021"", ""Preamble"", 0.8111783266067505], [""SP-3020, S-2021"", ""Introduction"", 0.7745691537857056], [""SP-1086, S-2001"", ""Preamble"", 0.5253180861473083], [""SP-3021, S-2021"", ""Preamble"", 0.5071431994438171]]","[[""SP-3020, S-2021"", ""Introduction"", 0.7746750116348267], [""SP-3084, S-2021"", ""Preamble"", 0.6039391160011292], [""SP-3017, S-2021"", ""Introduction"", 0.4649840295314789], [""SP-3068, S-2021"", ""Introduction"", 0.4575258791446686], [""SP-3020, S-2021"", ""Preamble"", 0.4553548991680145], [""SP-3021, S-2021"", ""Introduction"", 0.41359594464302063], [""SP-3166 S-2022"", ""Preamble"", 0.404792457818985]]","[[""SP-3020, S-2021"", ""Operative"", 0.5758512020111084], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3021, S-2021"", ""Preamble"", 0.4325925409793854], [""SP-3020, S-2021"", ""Introduction"", 0.41253894567489624], [""SP-8971, S-2022"", ""Preamble"", 0.40163081884384155], [""SP-3017, S-2021"", ""Operative"", 0.38874274492263794], [""SP-3020, S-2021"", ""Preamble"", 0.36386924982070923]]"
