Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What are the main restrictions imposed by the amended ordinance on trucks traveling on certain city streets in Quezon City?,Ano ang mga pangunahing pagbabawal na ipinataw ng binagong ordinansa sa mga trak na bumibiyahe sa ilang lansangan ng lungsod sa Quezon City?,"The amended ordinance restricts cargo trucks, gravel and sand trucks, and other heavy cargo trucks with eight wheels or more, or whose gross vehicle weights exceed 4,500 kilograms, from traveling on city/municipal streets with no more than two lanes, except for specified truck routes. These routes can only be used from 6:00 a.m. to 9:00 a.m. and from 5:00 p.m. to 9:00 p.m. Additionally, the City/Municipal Mayor, upon recommendation from the Traffic and Parking Management Office, may restrict access for cargo trucks and heavy vehicles to other streets as necessary to ensure orderly traffic flow.","SP-1772, S-2007",Operative,"[[""SP-1772, S-2007"", ""Operative"", 1.0], [""SP-1080, S-2001"", ""Preamble"", 0.39942529797554016], [""SP-3073, S-2021"", ""Operative"", 0.35067903995513916], [""SP-2373, S-2014"", ""Operative"", 0.33449631929397583], [""SP-2373, S-2014"", ""Introduction"", 0.29013410210609436], [""SP-2398, S-2016"", ""Operative"", 0.28408893942832947], [""SP-3165 S-2022"", ""Introduction"", 0.26043808460235596]]","[[""SP-3165 S-2022"", ""Introduction"", 0.7005202770233154], [""SP-1080, S-2001"", ""Preamble"", 0.569697380065918], [""SP-1772, S-2007"", ""Operative"", 0.5], [""SP-2373, S-2014"", ""Operative"", 0.33500513434410095], [""SP-1772, S-2007"", ""Introduction"", 0.3066628873348236], [""SP-2022, S-2010"", ""Introduction"", 0.28207284212112427], [""SP-1772, S-2007"", ""Preamble"", 0.27426770329475403]]","[[""SP-1772, S-2007"", ""Operative"", 0.8476447463035583], [""SP-3165 S-2022"", ""Introduction"", 0.7085186243057251], [""SP-2373, S-2014"", ""Operative"", 0.6268119215965271], [""SP-1080, S-2001"", ""Preamble"", 0.3943444490432739], [""SP-0944, S-2000"", ""Operative"", 0.3327108919620514], [""SP-2398, S-2016"", ""Operative"", 0.2443884313106537]]"
What are the penalties for individuals or entities who make false claims to receive financial assistance under this ordinance?,Ano ang mga parusa para sa mga indibidwal o entidad na gumagawa ng maling pahayag upang makatanggap ng tulong pinansyal sa ilalim ng ordinansang ito?,"Individuals who knowingly and willfully make false statements or assist others in making false claims to collect benefits under this ordinance will face a fine of Five Thousand Pesos (Php5,000.00) and imprisonment for up to one year. If the offense is committed by a juridical person, the officers and board of directors will face the same fine, and the establishment's business permit may be suspended or revoked. Violations by government officials or employees can also lead to the filing of appropriate cases according to relevant laws and policies.","SP-3029, S-2021",Operative,"[[""SP-3029, S-2021"", ""Operative"", 0.8296568393707275], [""SP-2544, S-2016"", ""Operative"", 0.5882700681686401], [""SP-2863, S-2019"", ""Operative"", 0.5], [""SP-3068, S-2021"", ""Introduction"", 0.4698348343372345], [""SP-3076, S-2021"", ""Operative"", 0.4439677298069], [""SP-1189, S-2002"", ""Preamble"", 0.4404444694519043]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5166352391242981], [""SP-3029, S-2021"", ""Operative"", 0.5], [""SP-3068, S-2021"", ""Introduction"", 0.4053857624530792], [""SP-8990, S-2022"", ""Introduction"", 0.39499375224113464], [""SP-3165 S-2022"", ""Introduction"", 0.39471495151519775], [""SP-1986, S-2009"", ""Introduction"", 0.38461199402809143], [""SP-3163, S-2022"", ""Preamble"", 0.3840721547603607]]","[[""SP-3029, S-2021"", ""Operative"", 0.6181285977363586], [""SP-2522, S-2016"", ""Operative"", 0.5], [""SP-2997, S-2021"", ""Operative"", 0.43900442123413086], [""SP-3165 S-2022"", ""Introduction"", 0.41554293036460876], [""SP-2695, S-2018"", ""Operative"", 0.3945896625518799], [""SP-2863, S-2019"", ""Operative"", 0.3024504780769348], [""SP-3165 S-2022"", ""Operative"", 0.26265212893486023]]"
"What is the intended purpose of establishing a national headquarters for Pugad Lawin Philippines, Inc. near the Pugad Lawin Shrine in Quezon City?","Ano ang layunin ng pagtatayo ng pambansang punong-tanggapan para sa Pugad Lawin Philippines, Inc. malapit sa Pugad Lawin Shrine sa Lungsod Quezon?","The intended purpose of establishing a national headquarters for Pugad Lawin Philippines, Inc. near the Pugad Lawin Shrine is to provide a dedicated space for the organization to further its mission of creating skills and livelihood opportunities for the young and less fortunate, assisting in disaster relief efforts, and fostering patriotism and good citizenship among Filipinos.","SP-7117, S-2017",Introduction,"[[""SP-7117, S-2017"", ""Preamble"", 0.9349914789199829], [""SP-7117, S-2017"", ""Operative"", 0.84557044506073], [""SP-7117, S-2017"", ""Introduction"", 0.6456209421157837], [""SP-1597, S-2005"", ""Preamble"", 0.11290373653173447], [""SP-8986, S-2022"", ""Introduction"", 0.10192286223173141], [""SP-8964, S-2022"", ""Operative"", 0.0909743383526802], [""SP-3372-S-2024"", ""Preamble"", 0.09092431515455246]]","[[""SP-7117, S-2017"", ""Preamble"", 0.9350314140319824], [""SP-7117, S-2017"", ""Operative"", 0.926790714263916], [""SP-7117, S-2017"", ""Introduction"", 0.7889633178710938], [""SP-3165 S-2022"", ""Introduction"", 0.38058802485466003], [""SP-0944, S-2000"", ""Operative"", 0.34563758969306946], [""SP-2069, S-2011"", ""Uncategorized"", 0.2641737461090088], [""SP-8999, S-2022"", ""Introduction"", 0.25420626997947693]]","[[""SP-7117, S-2017"", ""Operative"", 1.0], [""SP-7117, S-2017"", ""Preamble"", 0.7120723724365234], [""SP-7117, S-2017"", ""Introduction"", 0.5761897563934326], [""SP-1597, S-2005"", ""Preamble"", 0.16126662492752075], [""SP-8565, S-2021"", ""Operative"", 0.15583571791648865], [""SP-3165 S-2022"", ""Introduction"", 0.14768025279045105], [""SP-8986, S-2022"", ""Introduction"", 0.13819186389446259]]"
"What financial assistance is provided to volunteer medical staff at COVID-19 vaccination sites in Quezon City, and how is the amount determined?","Anong uri ng pinansyal na tulong ang ibinibigay sa boluntaryong medical staff sa mga site ng pagbabakuna kontra COVID-19 sa Lungsod ng Quezon, at paano itinatakda ang halaga nito?","The City of Quezon provides a daily allowance to its volunteer medical staff serving at the city's COVID-19 vaccination sites. This allowance covers food, travel, and subsistence expenses and can be up to PhP2,500.00 per day, depending on the professional qualifications of the volunteer. The City Mayor has the authority to adjust these rates, provided they do not exceed the maximum daily rate.","SP-3024, S-2021",Operative,"[[""SP-3024, S-2021"", ""Operative"", 0.9958854913711548], [""SP-8569, S-2021"", ""Preamble"", 0.9931192398071289], [""SP-3029, S-2021"", ""Operative"", 0.7956539392471313], [""SP-3048, S-2021"", ""Operative"", 0.789034903049469], [""SP-3024, S-2021"", ""Preamble"", 0.7788363099098206], [""SP-3048, S-2021"", ""Preamble"", 0.5913048982620239]]","[[""SP-8569, S-2021"", ""Preamble"", 0.7662616968154907], [""SP-9049, S-2022"", ""Preamble"", 0.6296911239624023], [""SP-3024, S-2021"", ""Preamble"", 0.6256664991378784], [""SP-3025, S-2021"", ""Preamble"", 0.5917611718177795], [""SP-3024, S-2021"", ""Introduction"", 0.5568352937698364], [""SP-3024, S-2021"", ""Operative"", 0.49557214975357056], [""SP-3048, S-2021"", ""Introduction"", 0.4783874750137329]]","[[""SP-3024, S-2021"", ""Operative"", 0.9994229078292847], [""SP-8569, S-2021"", ""Preamble"", 0.7334940433502197], [""SP-3024, S-2021"", ""Preamble"", 0.7264891862869263], [""SP-3029, S-2021"", ""Operative"", 0.5548911690711975], [""SP-3024, S-2021"", ""Introduction"", 0.5061652064323425], [""SP-3048, S-2021"", ""Operative"", 0.4900234043598175], [""SP-3048, S-2021"", ""Preamble"", 0.4788391888141632]]"
"What is the significance of the Quezon City Government receiving an ""unqualified opinion"" from the Commission on Audit (COA), and how does it relate to granting additional incentives to its employees?","Ano ang kahalagahan ng pagtanggap ng Pamahalaang Lungsod ng Quezon ng ""unqualified opinion"" mula sa Komisyon ng Pagsusuri (COA), at paano ito nauugnay sa pagbibigay ng karagdagang insentibo sa mga empleyado nito?","The ""unqualified opinion"" from the Commission on Audit (COA) signifies that the Quezon City Government's financial statements are fairly and accurately presented without any reservations. This recognition of sound financial management in 2021 and the subsequent year provides a context for offering additional incentives to employees as the City Government aims to reward its workforce amidst rising prices and the challenges presented by the COVID-19 pandemic.","SP-3138, S-2022",Preamble,"[[""SP-3062, S-2021"", ""Preamble"", 1.0], [""SP-3138, S-2022"", ""Preamble"", 0.9866666793823242], [""SP-3138, S-2022"", ""Operative"", 0.2405897080898285], [""SP-3062, S-2021"", ""Operative"", 0.23065510392189026], [""SP-3062, S-2021"", ""Introduction"", 0.22150146961212158], [""SP-3138, S-2022"", ""Introduction"", 0.2054348886013031], [""SP-3129, S-2022"", ""Introduction"", 0.131625235080719]]","[[""SP-3062, S-2021"", ""Preamble"", 0.9947880506515503], [""SP-3138, S-2022"", ""Preamble"", 0.991036057472229], [""SP-3165 S-2022"", ""Introduction"", 0.2882128357887268], [""SP-3025, S-2021"", ""Preamble"", 0.27747783064842224], [""SP-3138, S-2022"", ""Introduction"", 0.2547840178012848], [""SP-3062, S-2021"", ""Introduction"", 0.23518863320350647], [""SP-1080, S-2001"", ""Preamble"", 0.21243900060653687]]","[[""SP-3062, S-2021"", ""Preamble"", 1.0], [""SP-3138, S-2022"", ""Preamble"", 0.9580893516540527], [""SP-3138, S-2022"", ""Operative"", 0.25145256519317627], [""SP-3062, S-2021"", ""Operative"", 0.23624135553836823], [""SP-3098, S-2022"", ""Preamble"", 0.17514152824878693], [""SP-0944, S-2000"", ""Operative"", 0.17234647274017334], [""SP-3026, S-2021"", ""Operative"", 0.150534987449646]]"
What are the potential benefits of transferring ownership of the vehicle to the Parks Development and Administration Department without cost?,Ano ang mga potensyal na benepisyo ng paglilipat ng pagmamay-ari ng sasakyan sa Parks Development and Administration Department nang walang bayad?,"By transferring ownership of the vehicle without cost, the Parks Development and Administration Department can save significant funds that would have otherwise been spent on annual insurance coverage and registration renewal. This enables the department to allocate resources more effectively towards maintaining and developing parks and open spaces in Quezon City.","SP-8992, S-2022",Preamble,"[[""SP-8992, S-2022"", ""Preamble"", 0.9443250894546509], [""SP-8992, S-2022"", ""Operative"", 0.8923233151435852], [""SP-8996, S-2022"", ""Operative"", 0.5326995849609375], [""SP-8996, S-2022"", ""Introduction"", 0.4858253002166748], [""SP-8995, S-2022"", ""Introduction"", 0.47689831256866455], [""SP-8995, S-2022"", ""Operative"", 0.4758557081222534], [""SP-8992, S-2022"", ""Introduction"", 0.4676489233970642]]","[[""SP-8992, S-2022"", ""Preamble"", 0.8935046195983887], [""SP-8995, S-2022"", ""Preamble"", 0.6080820560455322], [""SP-8995, S-2022"", ""Introduction"", 0.548757016658783], [""SP-8996, S-2022"", ""Preamble"", 0.5481388568878174], [""SP-8996, S-2022"", ""Introduction"", 0.5240033268928528], [""SP-8992, S-2022"", ""Operative"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.45432791113853455]]","[[""SP-8992, S-2022"", ""Preamble"", 0.9464566707611084], [""SP-8996, S-2022"", ""Introduction"", 0.6407169103622437], [""SP-8995, S-2022"", ""Introduction"", 0.6347236037254333], [""SP-8992, S-2022"", ""Operative"", 0.5904428958892822], [""SP-8995, S-2022"", ""Preamble"", 0.5279983878135681], [""SP-8996, S-2022"", ""Preamble"", 0.4778837561607361], [""SP-8992, S-2022"", ""Introduction"", 0.4068177342414856]]"
How does the ordinance address the taxation of businesses dealing with essential commodities?,Paano tinutugunan ng ordinansa ang pagbubuwis sa mga negosyong may kinalaman sa mahahalagang kalakal?,"The ordinance specifies that businesses involved in the export, manufacture, milling, production, wholesale, distribution, and retail of essential commodities will be subject to a tax rate that is one-half of the rates prescribed for other business categories. It requires these businesses to maintain separate books of accounts for essential and non-essential items. If the sales are not separately or segregated in their books of accounts, the sales will be treated as sales for non-essential commodities.","SP-1189, S-2002",Operative,"[[""SP-1189, S-2002"", ""Operative"", 1.0], [""SP-2904, S-2020"", ""Preamble"", 0.32891175150871277], [""SP-3068, S-2021"", ""Introduction"", 0.30792438983917236], [""SP-1086, S-2001"", ""Introduction"", 0.2699389159679413], [""SP-3084, S-2021"", ""Preamble"", 0.2585374116897583], [""SP-3068, S-2021"", ""Operative"", 0.2549566924571991]]","[[""SP-1189, S-2002"", ""Operative"", 0.7553017139434814], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4144952595233917], [""SP-3068, S-2021"", ""Introduction"", 0.3903413712978363], [""SP-8990, S-2022"", ""Introduction"", 0.3484851121902466], [""SP-3163, S-2022"", ""Preamble"", 0.3324347734451294], [""SP-2904, S-2020"", ""Preamble"", 0.30230313539505005]]","[[""SP-1189, S-2002"", ""Operative"", 0.6261127591133118], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2522, S-2016"", ""Operative"", 0.4015308916568756], [""SP-3084, S-2021"", ""Preamble"", 0.3922690153121948], [""SP-2904, S-2020"", ""Preamble"", 0.34633031487464905], [""SP-2997, S-2021"", ""Operative"", 0.34368839859962463]]"
What is the role of the Quezon City Appraisal Committee in the disposition of the Sitio Militar Lot under this resolution?,Ano ang papel ng Quezon City Appraisal Committee sa pagpapamahagi ng Sitio Militar Lot ayon sa resolusyong ito?,The Quezon City Appraisal Committee is responsible for determining the selling price of the Sitio Militar Lot before it is awarded to the qualified beneficiaries through the direct sale program.,"SP-8964, S-2022",Operative,"[[""SP-8964, S-2022"", ""Operative"", 0.9686297178268433], [""SP-8964, S-2022"", ""Preamble"", 0.856666088104248], [""SP-8964, S-2022"", ""Introduction"", 0.6071710586547852], [""SP-8135, S-2020"", ""Introduction"", 0.35791391134262085], [""SP-9068, S-2022"", ""Introduction"", 0.34292492270469666], [""SP-8135, S-2020"", ""Operative"", 0.3325043320655823], [""SP-9068, S-2022"", ""Operative"", 0.3219567537307739]]","[[""SP-8964, S-2022"", ""Preamble"", 0.9406728744506836], [""SP-8964, S-2022"", ""Operative"", 0.6802910566329956], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-8964, S-2022"", ""Introduction"", 0.47451627254486084], [""SP-2069, S-2011"", ""Uncategorized"", 0.3657485246658325], [""SP-8999, S-2022"", ""Introduction"", 0.36382755637168884], [""SP-0944, S-2000"", ""Operative"", 0.2937939763069153]]","[[""SP-8964, S-2022"", ""Operative"", 0.9642305374145508], [""SP-8964, S-2022"", ""Preamble"", 0.8217578530311584], [""SP-8964, S-2022"", ""Introduction"", 0.534050464630127], [""SP-9068, S-2022"", ""Operative"", 0.35150015354156494], [""SP-3165 S-2022"", ""Introduction"", 0.27036258578300476], [""SP-0944, S-2000"", ""Operative"", 0.2637103199958801], [""SP-9069, S-2022"", ""Introduction"", 0.19603678584098816]]"
What is the purpose of granting hazard pay to barangay personnel during the ECQ and MECQ periods?,Ano ang layunin ng pagbibigay ng hazard pay sa mga tauhan ng barangay sa panahon ng ECQ at MECQ?,The purpose of granting hazard pay to barangay personnel during the ECQ and MECQ periods is to compensate them for the increased health risks and challenges they face as frontliners in maintaining peace and order during the COVID-19 pandemic. This financial incentive recognizes their essential role in ensuring community safety and encourages them to perform their duties despite the ongoing public health emergency.,"SP-3026, S-2021",Introduction,"[[""SP-3026, S-2021"", ""Operative"", 0.9965791702270508], [""SP-3026, S-2021"", ""Introduction"", 0.7041683197021484], [""SP-3025, S-2021"", ""Introduction"", 0.6373382806777954], [""SP-3025, S-2021"", ""Operative"", 0.5569069385528564], [""SP-3025, S-2021"", ""Preamble"", 0.5457937121391296], [""SP-3026, S-2021"", ""Preamble"", 0.4578327238559723]]","[[""SP-3025, S-2021"", ""Preamble"", 0.7997046709060669], [""SP-3025, S-2021"", ""Introduction"", 0.5951284766197205], [""SP-3026, S-2021"", ""Preamble"", 0.5743486881256104], [""SP-3026, S-2021"", ""Introduction"", 0.5489842295646667], [""SP-3026, S-2021"", ""Operative"", 0.5], [""SP-2445, S-2015"", ""Preamble"", 0.4141988754272461]]","[[""SP-3026, S-2021"", ""Operative"", 0.9999232292175293], [""SP-3025, S-2021"", ""Preamble"", 0.8011585474014282], [""SP-3026, S-2021"", ""Introduction"", 0.6691978573799133], [""SP-3026, S-2021"", ""Preamble"", 0.6222732067108154], [""SP-3025, S-2021"", ""Introduction"", 0.5953943729400635], [""SP-3025, S-2021"", ""Operative"", 0.5518953204154968]]"
What is the impact of extending the deadline for the payment of the 1st and 2nd Quarter Business Taxes without surcharge or interest?,Ano ang epekto ng pagpapalawig sa deadline para sa pagbabayad ng Unang at Ikalawang Kawarter na Buwis sa Negosyo nang walang karagdagang singil o interes?,Extending the deadline for the payment of the 1st and 2nd Quarter Business Taxes without surcharge or interest provides financial relief to business owners by giving them more time to settle their tax obligations without the additional burden of penalties. This extension helps businesses manage their cash flow better during a time of financial difficulty caused by the pandemic.,"SP-3020, S-2021",Operative,"[[""SP-3020, S-2021"", ""Operative"", 0.9672231674194336], [""SP-3084, S-2021"", ""Preamble"", 0.8261373043060303], [""SP-3020, S-2021"", ""Introduction"", 0.6897956728935242], [""SP-3020, S-2021"", ""Preamble"", 0.6533039808273315], [""SP-3021, S-2021"", ""Preamble"", 0.5347915887832642], [""SP-1086, S-2001"", ""Preamble"", 0.4703315496444702]]","[[""SP-3020, S-2021"", ""Introduction"", 0.724414587020874], [""SP-3084, S-2021"", ""Preamble"", 0.6622573137283325], [""SP-3020, S-2021"", ""Preamble"", 0.5249694585800171], [""SP-3020, S-2021"", ""Operative"", 0.46726325154304504], [""SP-3068, S-2021"", ""Introduction"", 0.4331573247909546], [""SP-3017, S-2021"", ""Introduction"", 0.42279109358787537], [""SP-3021, S-2021"", ""Preamble"", 0.4090270400047302]]","[[""SP-3020, S-2021"", ""Operative"", 0.9472476243972778], [""SP-3021, S-2021"", ""Preamble"", 0.7115830183029175], [""SP-3084, S-2021"", ""Preamble"", 0.6198206543922424], [""SP-3020, S-2021"", ""Preamble"", 0.6036750078201294], [""SP-3020, S-2021"", ""Introduction"", 0.5708324313163757], [""SP-3017, S-2021"", ""Operative"", 0.46431541442871094]]"
What are the limitations on the free initial parking rate exemption for Persons with Disabilities (PWDs) in Quezon City as described in the ordinance?,Ano ang mga limitasyon sa libreng unang bayad sa paradahan para sa mga Taong may Kapansanan (PWD) sa Lungsod ng Quezon ayon sa ordinansa?,"The free initial parking rate exemption for PWDs in Quezon City does not apply to overnight parking, except in extraordinary circumstances such as emergency confinement in a hospital, civil disturbance, force majeure, or other conditions affecting mobility or posing danger. Additionally, the free parking may be limited to availability and is only applicable to slots open to the public on a first-come-first-served basis. Charges apply for parking exceeding initial hours or in case of a flat rate if parking exceeds four hours.","SP-3234, S-2023",Operative,"[[""SP-3234, S-2023"", ""Operative"", 0.9847010970115662], [""SP-3234, S-2023"", ""Introduction"", 0.6229588985443115], [""SP-2414, S-2015"", ""Introduction"", 0.45715445280075073], [""SP-2414, S-2015"", ""Operative"", 0.44039860367774963], [""SP-2804, S-2018"", ""Operative"", 0.34356075525283813]]","[[""SP-3234, S-2023"", ""Introduction"", 0.6493542194366455], [""SP-3234, S-2023"", ""Operative"", 0.6033428311347961], [""SP-2414, S-2015"", ""Introduction"", 0.5141676664352417], [""SP-2414, S-2015"", ""Preamble"", 0.3752603232860565], [""SP-3234, S-2023"", ""Preamble"", 0.33280813694000244], [""SP-3165 S-2022"", ""Introduction"", 0.3237978518009186]]","[[""SP-3234, S-2023"", ""Operative"", 0.8967883586883545], [""SP-3234, S-2023"", ""Introduction"", 0.6137295961380005], [""SP-2414, S-2015"", ""Introduction"", 0.4484115242958069], [""SP-3165 S-2022"", ""Introduction"", 0.3604699969291687], [""SP-1766, S-2007"", ""Operative"", 0.28149712085723877], [""SP-2373, S-2014"", ""Operative"", 0.2675940692424774]]"
What are the consequences if someone installs outdoor media on Quezon City Government property without following the regulations outlined in the ordinance?,Ano ang mga magiging konsekwensya kung may naglagay ng outdoor media sa pag-aari ng Pamahalaang Lungsod ng Quezon City na hindi sumusunod sa mga alituntunin ng ordinansa?,"If someone installs outdoor media in violation of the ordinance, they may face a fine of Five Thousand Pesos (Php5,000.00) or imprisonment for not more than six (6) months, or both, at the court's discretion. Additionally, their business permit and other relevant permits may be revoked. The city also has the authority to remove the illegal media and charge 150% of the regular rental rate for the duration the media was illegally displayed.","SP-3044, S-2021",Operative,"[[""SP-3044, S-2021"", ""Operative"", 0.9982879757881165], [""SP-3044, S-2021"", ""Introduction"", 0.7037986516952515], [""SP-2695, S-2018"", ""Operative"", 0.42637696862220764], [""SP-2139, S-2012"", ""Operative"", 0.4191890358924866], [""SP-2139, S-2012"", ""Signature"", 0.39573919773101807]]","[[""SP-3044, S-2021"", ""Introduction"", 0.6070318222045898], [""SP-3044, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2069, S-2011"", ""Uncategorized"", 0.2848810851573944], [""SP-2863, S-2019"", ""Introduction"", 0.28263625502586365]]","[[""SP-3044, S-2021"", ""Operative"", 0.6586428284645081], [""SP-3044, S-2021"", ""Introduction"", 0.5602902770042419], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2414, S-2015"", ""Operative"", 0.3269788324832916]]"
What is the effect of extending the validity of business permits and ancillary clearances as described in the ordinance?,Ano ang epekto ng pagpapalawig ng bisa ng mga permit sa negosyo at iba pang kaugnay na klarensiya ayon sa ipinapahayag sa ordinansa?,"The extension of the validity of business permits and ancillary clearances allows businesses to continue operating without needing to immediately renew their permits by payment of taxes for the recently ended quarter, aligning the permit expiration dates with extended tax payment deadlines. This helps ensure that businesses can fully benefit from the tax payment extensions without facing disruptions.","SP-3084, S-2021",Operative,"[[""SP-3084, S-2021"", ""Operative"", 0.9422031044960022], [""SP-3084, S-2021"", ""Introduction"", 0.7670155763626099], [""SP-3084, S-2021"", ""Preamble"", 0.7664321660995483], [""SP-3013, S-2021"", ""Operative"", 0.3674975633621216], [""SP-3116, S-2022"", ""Operative"", 0.312039315700531], [""SP-3013, S-2021"", ""Preamble"", 0.2798459827899933], [""SP-2139, S-2012"", ""Operative"", 0.23370623588562012]]","[[""SP-3084, S-2021"", ""Introduction"", 0.7672183513641357], [""SP-3084, S-2021"", ""Operative"", 0.5], [""SP-3084, S-2021"", ""Preamble"", 0.49579596519470215], [""SP-3166 S-2022"", ""Preamble"", 0.37847840785980225], [""SP-3163, S-2022"", ""Preamble"", 0.3624860644340515], [""SP-3165 S-2022"", ""Introduction"", 0.34961673617362976], [""SP-8990, S-2022"", ""Introduction"", 0.2907835841178894]]","[[""SP-3084, S-2021"", ""Preamble"", 0.9844945669174194], [""SP-3084, S-2021"", ""Operative"", 0.5644382834434509], [""SP-3084, S-2021"", ""Introduction"", 0.48342591524124146], [""SP-2997, S-2021"", ""Operative"", 0.2823013365268707], [""SP-3116, S-2022"", ""Operative"", 0.2655865550041199], [""SP-3116, S-2022"", ""Operative"", 0.26545771956443787]]"
What is the significance of Quezon City Council's resolution to honor Agatha Wong for her achievements in the SEA Games?,Ano ang kahalagahan ng resolusyon ng Konseho ng Lungsod ng Quezon na parangalan si Agatha Wong para sa kanyang mga nakamit sa SEA Games?,"The resolution signifies the City's efforts to recognize and honor the hard work, dedication, and success of local athletes like Agatha Wong. It reflects the City's support and pride in its athletes who excel in international competitions, thereby encouraging sports development and cultural pride within the community.","SP-8121, S-2020",Operative,"[[""SP-8121, S-2020"", ""Operative"", 0.7643060088157654], [""SP-8121, S-2020"", ""Preamble"", 0.6167453527450562], [""SP-8121, S-2020"", ""Introduction"", 0.5474298000335693], [""SP-7924, S-2019"", ""Introduction"", 0.4624450206756592], [""SP-9006, S-2022"", ""Introduction"", 0.4478493332862854], [""SP-9013, S-2022"", ""Introduction"", 0.4460340142250061], [""SP-9010, S-2022"", ""Introduction"", 0.41525065898895264]]","[[""SP-8121, S-2020"", ""Preamble"", 0.6769338846206665], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2834, S-2019"", ""Preamble"", 0.42466437816619873], [""SP-0944, S-2000"", ""Operative"", 0.4172894358634949], [""SP-8306, S-2020"", ""Preamble"", 0.36175838112831116], [""SP-8999, S-2022"", ""Introduction"", 0.35323023796081543], [""SP-3025, S-2021"", ""Preamble"", 0.3371920585632324]]","[[""SP-8121, S-2020"", ""Operative"", 0.7616621851921082], [""SP-8121, S-2020"", ""Preamble"", 0.5819213390350342], [""SP-7911, S-2019"", ""Operative"", 0.44916266202926636], [""SP-8121, S-2020"", ""Introduction"", 0.42739272117614746], [""SP-7924, S-2019"", ""Operative"", 0.3680914044380188], [""SP-9008, S-2022"", ""Operative"", 0.3355562090873718], [""SP-9010, S-2022"", ""Operative"", 0.3287903666496277]]"
What are the potential consequences for business owners if they conduct illegal business activities within the designated Discipline Zones in Quezon City?,Ano ang mga posibleng kahihinatnan para sa mga negosyante kung sila ay nagsasagawa ng ilegal na aktibidad pang-negosyo sa loob ng mga itinalagang Discipline Zones sa Quezon City?,"If a business owner or hawker is found conducting illegal business activities within the designated Discipline Zones, their business/hawker's permit may be cancelled. Additionally, appropriate charges and penalties may be filed or imposed on the business owner/operator as provided by law or ordinance.",SP-3165 S-2022,Operative,"[[""SP-3165 S-2022"", ""Introduction"", 0.7579740285873413], [""SP-3165 S-2022"", ""Preamble"", 0.6862008571624756], [""SP-3165 S-2022"", ""Operative"", 0.6473539471626282], [""SP-3165 S-2022"", ""Operative"", 0.5725681781768799], [""SP-2804, S-2018"", ""Operative"", 0.5126321315765381], [""SP-3185, S-2023"", ""Operative"", 0.46966037154197693], [""SP-3116, S-2022"", ""Operative"", 0.44511014223098755]]","[[""SP-3165 S-2022"", ""Introduction"", 0.7578405141830444], [""SP-3165 S-2022"", ""Preamble"", 0.5359164476394653], [""SP-3165 S-2022"", ""Operative"", 0.5], [""SP-3068, S-2021"", ""Preamble"", 0.3058250844478607], [""SP-3233, S-2023"", ""Operative"", 0.2916405200958252], [""SP-2695, S-2018"", ""Preamble"", 0.2816060185432434], [""SP-3165 S-2022"", ""Operative"", 0.27429282665252686]]","[[""SP-3165 S-2022"", ""Introduction"", 0.7235938310623169], [""SP-3165 S-2022"", ""Operative"", 0.56255042552948], [""SP-3165 S-2022"", ""Preamble"", 0.36310163140296936], [""SP-0944, S-2000"", ""Operative"", 0.28625571727752686], [""SP-3233, S-2023"", ""Operative"", 0.25699958205223083], [""SP-3116, S-2022"", ""Operative"", 0.21790827810764313]]"
